id,name,category,price tier ,neighborhood,opening hour,closing hour,average rating,good for kids
751,Thai Orchid,Thai,medium,Theater District,11:45,20:00,3.4,false
752,Thai Orchid,Thai,medium,Diamond District,13:00,23:45,1.4,false
753,Thai Orchid,Thai,medium,Madison Square,17:45,23:45,3.3,true
754,Thai Orchid,Thai,expensive,Midtown West,18:00,22:00,3.4,true
755,Thai Orchid,Thai,medium,Diamond District,13:00,23:45,3.7,true
756,Thai Orchid,Thai,medium,Midtown,14:45,23:30,2.3,true
757,Thai Orchid,Thai,cheap,Turtle Bay,10:15,22:45,4.3,false
758,Thai Orchid,Thai,medium,Tudor City,14:45,20:45,1.7,true
759,Thai Orchid,Thai,expensive,Midtown East,11:45,22:30,4.6,false
760,Thai Orchid,Thai,expensive,Little Brazil,10:15,22:00,3.0,true
761,Siam Spice,Thai,cheap,Turtle Bay,10:15,21:30,1.7,true
762,Bangkok Bistro,Thai,cheap,Hudson Yards,18:00,23:45,3.9,true
763,Thai Orchid,Thai,medium,Diamond District,18:00,22:30,4.1,true
764,Chang Mai Kitchen,Thai,expensive,Murray Hill,12:20,22:45,1.2,false
765,Phuket Flavors,Thai,medium,Midtown,12:20,22:45,2.1,true
766,Thai Terrace,Thai,cheap,Koreatown,17:45,21:30,2.3,true
767,Golden Buddha,Thai,cheap,Sutton Place,16:15,23:45,3.7,false
768,Lotus Thai,Thai,expensive,Koreatown,15:30,22:45,1.7,false
769,Thai Basil,Thai,cheap,Turtle Bay,13:00,21:45,3.1,false
770,Sawasdee Thai,Thai,expensive,Times Square,18:00,21:30,1.6,true
771,Thai Elephant,Thai,medium,Tudor City,11:45,20:45,3.1,true
772,Thai Smile,Thai,cheap,Turtle Bay,15:30,23:30,2.8,false
773,Royal Thai,Thai,expensive,Times Square,14:45,20:45,2.8,true
774,Thai Fusion,Thai,medium,Little Brazil,16:15,20:00,4.0,false
775,Thai Delight,Thai,expensive,Koreatown,14:45,22:00,3.2,false
776,Thai Paradise,Thai,cheap,Theater District,16:15,20:45,4.6,false
777,Thai Spice,Thai,cheap,Sutton Place,15:30,23:45,3.0,true
778,Thai Garden,Thai,expensive,Midtown West,10:15,21:45,2.7,true
779,Thai Villa,Thai,expensive,Sutton Place,17:45,23:15,3.0,false
780,Thai Lotus,Thai,cheap,Little Brazil,15:30,23:45,4.3,true
781,Thai Star,Thai,expensive,Murray Hill,09:30,21:45,4.5,false
782,Thai House,Thai,expensive,Times Square,12:20,20:45,3.4,false
783,Thai Pearl,Thai,expensive,Times Square,12:20,23:45,1.6,false
784,Thai Palace,Thai,expensive,Little Brazil,14:45,21:45,2.4,true
785,Thai Orchid,Thai,expensive,Murray Hill,13:00,22:30,1.9,true
786,Thai Pavilion,Thai,expensive,Hudson Yards,10:15,23:15,1.8,true
787,Thai Lanna,Thai,medium,Sutton Place,18:00,22:00,3.9,true
788,Thai Siam,Thai,cheap,Midtown West,17:45,22:45,1.4,false
789,Thai Emerald,Thai,cheap,Hudson Yards,16:15,20:45,1.9,false
790,Thai Orchid,Thai,expensive,Tudor City,11:45,21:45,3.3,false
791,Thai Jasmine,Thai,expensive,Midtown,13:00,22:30,1.5,false
792,Thai Orchid,Thai,expensive,Madison Square,15:30,21:45,3.5,false
793,Thai Orchid,Thai,expensive,Murray Hill,10:15,20:45,3.7,true
794,Thai Orchid,Thai,expensive,Turtle Bay,15:30,22:00,1.4,true
795,Thai Orchid,Thai,cheap,Hell's Kitchen,17:45,21:45,2.9,true
796,Thai Orchid,Thai,medium,Herald Square,16:15,22:30,4.8,false
797,Thai Orchid,Thai,cheap,Madison Square,13:00,23:30,1.4,false
798,Thai Orchid,Thai,expensive,Rockefeller Center,10:15,21:45,3.9,true
799,Thai Orchid,Thai,medium,Rockefeller Center,13:00,23:15,3.5,false
800,Thai Orchid,Thai,expensive,Madison Square,18:00,20:00,2.4,false
801,Mediterranean Oasis,Greek,medium,Midtown,09:30,22:30,3.0,false
802,Greek Delight Taverna,Greek,cheap,Tudor City,13:00,23:15,2.8,true
803,Mythos Bistro,Greek,medium,Hudson Yards,12:20,20:45,4.0,false
804,Olive Grove Bistro,Greek,medium,Midtown West,13:00,23:30,1.3,true
805,Athena's Taverna,Greek,medium,Hudson Yards,17:45,23:45,4.2,false
806,Zeus Bistro,Greek,cheap,Times Square,18:00,23:15,3.7,false
807,Opa! Greek Taverna,Greek,expensive,Madison Square,15:30,23:45,2.4,true
808,Mediterranean Delight,Greek,cheap,Sutton Place,09:30,23:15,3.5,true
809,Greek Island Bistro,Greek,medium,Sutton Place,18:00,23:30,4.9,true
810,Poseidon's Bistro,Greek,cheap,Hudson Yards,11:45,21:45,4.2,true
811,Olive Tree Bistro,Greek,medium,Midtown,14:45,23:15,4.2,false
812,Mykonos Delight,Greek,medium,Turtle Bay,09:30,21:45,1.9,false
813,Athenian Grill,Greek,medium,Midtown,13:00,22:45,2.6,true
814,Mythos Tavern,Greek,expensive,Theater District,12:20,23:15,1.6,false
815,Olive Branch Taverna,Greek,cheap,Garment District,12:20,21:30,3.1,true
816,Greek Isles Bistro,Greek,expensive,Columbus Circle,11:45,23:15,3.3,true
817,Aphrodite's Taverna,Greek,medium,Theater District,09:30,22:45,3.6,true
818,Hellenic Bistro,Greek,cheap,Diamond District,17:45,20:45,3.8,false
819,Ouzo Grill,Greek,expensive,Tenderloin,13:00,23:15,2.8,false
820,Gyro Taverna,Greek,expensive,Madison Square,17:45,23:15,3.6,true
821,Mediterranean Kitchen,Greek,cheap,Hell's Kitchen,09:30,22:45,3.1,true
822,Greek Village Bistro,Greek,medium,Herald Square,09:30,20:00,1.7,false
823,Mykonos Grill,Greek,expensive,Midtown,12:20,20:00,4.4,false
824,Athenian Bistro,Greek,medium,Diamond District,15:30,21:30,4.4,false
825,Olive Garden Taverna,Greek,cheap,Murray Hill,18:00,20:00,1.5,false
826,Spartan Bistro,Greek,medium,Madison Square,17:45,23:45,2.4,false
827,My Big Fat Greek Grill,Greek,expensive,Sutton Place,18:00,21:30,4.5,false
828,Ouzo Tavern,Greek,expensive,Murray Hill,14:45,21:45,4.3,true
829,Acropolis Taverna,Greek,expensive,Sutton Place,17:45,21:30,3.9,true
830,Mediterranean Taverna,Greek,expensive,Theater District,17:45,21:45,4.8,true
831,Greek Delight Bistro,Greek,medium,Koreatown,18:00,22:00,4.2,false
832,Mythos Grill,Greek,cheap,Midtown,17:45,20:45,4.7,false
833,Olive Grove Grill,Greek,medium,Madison Square,15:30,21:45,3.2,false
834,Athena's Bistro,Greek,cheap,Koreatown,16:15,20:45,4.1,true
835,Zeus Taverna,Greek,expensive,Koreatown,13:00,23:45,2.2,true
836,Opa! Greek Grill,Greek,medium,Little Brazil,17:45,23:30,1.1,true
837,Mediterranean Tavern,Greek,expensive,Rockefeller Center,12:20,22:45,3.8,true
838,Greek Island Taverna,Greek,cheap,Columbus Circle,12:20,23:45,1.2,true
839,Poseidon's Grill,Greek,medium,Turtle Bay,09:30,22:45,1.4,true
840,Olive Tree Grill,Greek,cheap,Diamond District,11:45,22:00,3.3,false
841,Mykonos Bistro,Greek,medium,Murray Hill,09:30,21:30,1.3,true
842,Athenian Tavern,Greek,expensive,Little Brazil,17:45,23:30,3.2,false
843,Mythos Taverna,Greek,cheap,Rockefeller Center,16:15,20:45,1.8,false
844,Olive Branch Grill,Greek,expensive,Rockefeller Center,17:45,21:30,1.4,true
845,Greek Isles Taverna,Greek,medium,Murray Hill,11:45,22:30,4.9,false
846,Aphrodite's Grill,Greek,medium,Herald Square,16:15,20:45,3.9,true
847,Hellenic Taverna,Greek,cheap,Columbus Circle,16:15,20:00,2.9,true
848,Ouzo Bistro,Greek,medium,Turtle Bay,14:45,23:15,1.1,false
849,Gyro Grill,Greek,cheap,Midtown West,18:00,22:45,1.1,false
850,Mediterranean Taverna,Greek,expensive,Murray Hill,10:15,22:45,1.5,true
851,Greek Village Grill,Greek,cheap,Rockefeller Center,15:30,23:15,2.1,true
852,Mykonos Taverna,Greek,cheap,Turtle Bay,14:45,20:45,2.3,true
853,Athenian Grill,Greek,cheap,Times Square,13:00,23:45,3.0,false
854,Olive Garden Bistro,Greek,cheap,Herald Square,12:20,22:30,4.3,true
855,Spartan Taverna,Greek,expensive,Little Brazil,13:00,23:30,3.5,false
856,My Big Fat Greek Grill,Greek,expensive,Midtown,12:20,21:45,1.8,false
857,Ouzo Tavern,Greek,cheap,Herald Square,17:45,22:30,4.0,true
858,Acropolis Grill,Greek,cheap,Columbus Circle,11:45,22:30,4.9,false
859,Mediterranean Bistro,Greek,expensive,Midtown,10:15,22:30,1.4,false
860,Greek Delight Taverna,Greek,expensive,Tenderloin,09:30,23:45,2.6,true
861,Mythos Grill,Greek,cheap,Midtown West,10:15,20:00,1.3,true
862,Olive Grove Bistro,Greek,cheap,Garment District,18:00,23:30,4.9,true
863,Athena's Taverna,Greek,cheap,Midtown East,10:15,23:30,1.2,true
864,Zeus Bistro,Greek,cheap,Turtle Bay,10:15,21:30,3.0,true
865,Opa! Greek Taverna,Greek,cheap,Midtown West,17:45,23:15,3.0,true
866,Mediterranean Delight,Greek,medium,Midtown West,15:30,20:00,3.3,false
867,Greek Island Grill,Greek,expensive,Koreatown,17:45,20:00,4.5,true
868,Poseidon's Bistro,Greek,medium,Herald Square,18:00,23:30,1.6,true
869,Olive Tree Bistro,Greek,expensive,Midtown West,14:45,21:45,4.8,false
870,Mykonos Delight,Greek,medium,Tudor City,15:30,22:00,3.1,true
871,Athenian Grill,Greek,expensive,Tudor City,09:30,20:45,4.7,false
872,Mythos Tavern,Greek,medium,Times Square,14:45,21:30,1.6,false
873,Olive Branch Taverna,Greek,cheap,Midtown West,12:20,22:45,1.3,true
874,Greek Isles Bistro,Greek,cheap,Herald Square,12:20,20:00,4.4,true
875,Aphrodite's Taverna,Greek,cheap,Diamond District,17:45,23:15,1.5,false
876,Hellenic Bistro,Greek,cheap,Columbus Circle,16:15,23:15,1.9,false
877,Ouzo Grill,Greek,cheap,Herald Square,09:30,22:00,3.5,true
878,Gyro Taverna,Greek,cheap,Turtle Bay,16:15,23:45,3.5,false
879,Mediterranean Kitchen,Greek,medium,Columbus Circle,15:30,22:30,3.3,false
880,Greek Village Bistro,Greek,cheap,Midtown East,10:15,22:30,2.2,false
881,Olive Grove Taverna,Greek,cheap,Hudson Yards,14:45,22:30,4.4,false
882,Mykonos Grill,Greek,expensive,Garment District,09:30,21:30,3.9,true
883,Santorini Tavern,Greek,medium,Columbus Circle,13:00,22:45,1.9,true
884,Athena's Kitchen,Greek,medium,Murray Hill,13:00,21:30,1.9,true
885,Zeus Taverna,Greek,cheap,Murray Hill,17:45,21:30,2.2,true
886,Opa! Greek Cuisine,Greek,cheap,Little Brazil,15:30,22:00,3.5,true
887,Acropolis Taverna,Greek,cheap,Midtown,11:45,23:15,3.3,true
888,My Big Fat Greek Restaurant,Greek,medium,Times Square,10:15,23:30,4.8,false
889,Mediterranean Bistro,Greek,expensive,Tudor City,11:45,21:30,4.5,true
890,Greek Island Grill,Greek,expensive,Sutton Place,15:30,20:00,4.0,true
891,Poseidon's Palace,Greek,medium,Theater District,18:00,22:30,2.0,true
892,Olive Tree Taverna,Greek,medium,Sutton Place,18:00,21:30,1.9,false
893,Mykonos Bistro,Greek,expensive,Little Brazil,11:45,23:30,1.9,false
894,Athenian Delight,Greek,medium,Tenderloin,15:30,23:15,3.3,true
895,Mythos Taverna,Greek,cheap,Garment District,18:00,23:30,4.6,false
896,Olive Branch Bistro,Greek,cheap,Madison Square,18:00,22:00,4.6,true
897,Greek Isles Grill,Greek,expensive,Midtown East,13:00,23:45,2.0,true
898,Aphrodite's Kitchen,Greek,medium,Sutton Place,18:00,20:45,1.3,true
899,Hellenic Taverna,Greek,medium,Midtown,11:45,20:45,3.4,true
900,Ouzo Taverna,Greek,expensive,Turtle Bay,17:45,20:45,1.2,true
901,Quinn's Quiche Corner,American,expensive,Hell's Kitchen,13:00,22:30,5.0,false
902,Ryan's Rib Joint,American,cheap,Koreatown,17:45,20:00,1.5,true
903,Tina's Tofu Tavern,American,cheap,Hudson Yards,18:00,21:45,4.7,false
904,Wendy's Waffle House,American,medium,Columbus Circle,09:30,21:45,2.3,false
905,Zack's Zesty Zucchini Zone,American,cheap,Rockefeller Center,14:45,23:30,1.4,true
906,Ava's Avocado Acres,American,medium,Hell's Kitchen,14:45,22:00,3.9,true
907,Ben's Bagel Bakery,American,medium,Midtown West,13:00,21:45,3.5,true
908,Cindy's Crepe Cafe,American,medium,Theater District,17:45,22:30,4.5,false
909,Dylan's Doughnut Den,American,expensive,Columbus Circle,10:15,23:15,3.3,true
910,Ella's Empanada Emporium,American,medium,Murray Hill,17:45,20:45,1.9,true
911,Finn's Falafel Factory,American,medium,Murray Hill,12:20,22:00,1.1,false
912,Gina's Gelato Garden,American,cheap,Garment District,09:30,23:15,1.0,true
913,Henry's Hummus Hut,American,medium,Koreatown,15:30,21:45,1.5,true
914,Ivy's Indian Inn,American,cheap,Midtown East,12:20,23:45,4.6,true
915,Jack's Jambalaya Joint,American,cheap,Little Brazil,09:30,20:00,4.1,true
916,Katie's Kale Kitchen,American,medium,Hell's Kitchen,15:30,22:45,1.8,true
917,Leo's Lava Lounge,American,cheap,Turtle Bay,11:45,22:00,4.8,false
918,Mia's Macaroni Mansion,American,medium,Midtown East,14:45,22:00,1.8,false
919,Noah's Nectar Nook,American,medium,Theater District,18:00,20:00,4.2,true
920,Olive's Omelette Oasis,American,medium,Herald Square,10:15,20:45,2.9,true
921,Pete's Pretzel Palace,American,medium,Rockefeller Center,18:00,23:45,4.8,false
922,Quincy's Quinoa Quarters,American,cheap,Times Square,18:00,22:45,1.5,true
923,Rose's Rice Retreat,American,expensive,Midtown,15:30,20:00,3.9,true
924,Sam's Smoothie Spot,American,expensive,Garment District,14:45,22:45,3.7,false
925,Tara's Tiramisu Tavern,American,expensive,Hudson Yards,11:45,20:45,3.3,true
926,Ulysses's Udon Utopia,American,expensive,Rockefeller Center,13:00,22:45,4.7,false
927,Violet's Vegetable Villa,American,cheap,Theater District,10:15,21:45,1.3,false
928,Will's Wonton Workshop,American,cheap,Midtown East,14:45,22:45,1.3,true
929,Xander's Xtraordinary Xocolatl,American,expensive,Hudson Yards,10:15,22:30,3.1,true
930,Yvonne's Yogurt Yard,American,cheap,Midtown West,14:45,23:45,4.9,false
931,Zane's Ziti Zone,American,expensive,Koreatown,11:45,20:45,3.5,true
932,Alice's Artichoke Annex,American,expensive,Hell's Kitchen,11:45,23:45,3.7,true
933,Brett's Burrito Bar,American,cheap,Madison Square,16:15,22:30,3.8,false
934,Carly's Cupcake Castle,American,cheap,Times Square,18:00,23:15,4.7,true
935,Drew's Dumpling Depot,American,cheap,Koreatown,15:30,23:30,4.0,true
936,Eva's Eggplant Emporium,American,expensive,Herald Square,14:45,20:45,1.3,false
937,Felix's Fajita Fiesta,American,cheap,Midtown,11:45,20:00,1.9,false
938,Gwen's Granola Grove,American,cheap,Midtown West,11:45,20:00,3.3,false
939,Hank's Hash House,American,expensive,Hudson Yards,14:45,22:45,2.9,true
940,Isla's Iceberg Inn,American,expensive,Diamond District,09:30,23:30,3.1,true
941,Jake's Jicama Joint,American,medium,Times Square,15:30,20:45,3.6,true
942,Kara's Kiwi Kitchen,American,medium,Midtown East,10:15,23:45,4.9,true
943,Liam's Linguine Lounge,American,cheap,Midtown,09:30,23:30,1.3,false
944,Molly's Muffin Manor,American,medium,Garment District,16:15,21:30,1.4,false
945,Nate's Nacho Nook,American,medium,Hell's Kitchen,15:30,21:45,4.8,true
946,Ophelia's Olive Orchard,American,medium,Madison Square,14:45,21:30,4.7,false
947,Pablo's Pita Pit,American,cheap,Hell's Kitchen,15:30,21:45,4.2,false
948,Quincy's Quiche Quarters,American,medium,Sutton Place,16:15,22:45,3.8,false
949,Riley's Rice Rendezvous,American,cheap,Sutton Place,16:15,20:45,2.0,true
950,Sasha's Smoothie Sanctuary,American,medium,Turtle Bay,09:30,22:30,1.1,false
951,Trevor's Tofu Temple,American,medium,Koreatown,17:45,22:00,1.8,false
952,Uma's Ube Utopia,American,expensive,Midtown,17:45,22:45,3.5,true
953,Vince's Veggie Vault,American,expensive,Tenderloin,12:20,21:30,3.7,true
954,Winnie's Waffle Workshop,American,cheap,Little Brazil,18:00,23:45,4.1,true
955,Xavier's Xylophone Xanadu,American,cheap,Midtown East,12:20,23:30,4.5,true
956,Yara's Yucca Yard,American,cheap,Tudor City,14:45,22:00,3.5,false
957,Zara's Zesty Zoodle Zone,American,cheap,Turtle Bay,11:45,20:45,1.6,true
958,Joe's Diner,American,cheap,Hell's Kitchen,14:45,23:15,3.7,true
959,Sally's BBQ,American,cheap,Theater District,09:30,22:00,1.6,true
960,Tom's Burger Joint,American,expensive,Diamond District,12:20,22:45,4.2,false
961,Lucy's Pizza Place,American,medium,Turtle Bay,10:15,22:00,2.8,false
962,Mike's Steakhouse,American,medium,Midtown East,17:45,23:30,4.4,false
963,Sarah's Seafood Shack,American,expensive,Hudson Yards,12:20,20:00,3.7,false
964,Bob's Pancake House,American,expensive,Murray Hill,10:15,23:15,3.9,true
965,Jenny's Taco Truck,American,medium,Koreatown,09:30,23:45,2.6,false
966,Dave's Deli,American,cheap,Columbus Circle,10:15,20:45,4.5,false
967,Emily's Sushi Bar,American,medium,Madison Square,09:30,22:00,4.7,false
968,Chris's Chicken Coop,American,expensive,Turtle Bay,10:15,20:45,3.7,true
969,Amy's Ice Cream Parlor,American,medium,Madison Square,18:00,21:45,1.8,false
970,Mark's Mexican Cantina,American,medium,Midtown,09:30,21:30,5.0,true
971,Laura's Lobster Shack,American,expensive,Theater District,12:20,22:00,2.6,true
972,Steve's Sandwich Shop,American,medium,Midtown West,11:45,20:45,3.4,false
973,Rachel's Ramen House,American,expensive,Sutton Place,11:45,22:00,4.5,true
974,Kevin's Kebab Kitchen,American,cheap,Tudor City,18:00,23:30,2.2,false
975,Olivia's Oyster Bar,American,cheap,Herald Square,11:45,20:45,4.9,true
976,Patrick's Pizzeria,American,medium,Tudor City,12:20,20:45,4.9,false
977,Hannah's Hot Dog Stand,American,cheap,Sutton Place,16:15,22:00,4.1,false
978,Greg's Greek Grill,American,medium,Tudor City,18:00,22:00,4.1,false
979,Natalie's Noodle House,American,medium,Rockefeller Center,18:00,22:45,3.4,false
980,Tyler's Tapas Bar,American,cheap,Midtown,13:00,23:15,3.5,true
981,Victoria's Vegan Cafe,American,cheap,Midtown,14:45,23:45,2.0,true
982,Daniel's Diner,American,expensive,Hell's Kitchen,09:30,20:00,3.6,true
983,Megan's Mediterranean Bistro,American,medium,Garment District,18:00,22:45,4.5,false
984,Justin's Juice Bar,American,expensive,Tudor City,16:15,22:45,1.7,false
985,Linda's Lollipop Lounge,American,medium,Hell's Kitchen,13:00,20:45,1.5,true
986,Oscar's Organic Eatery,American,expensive,Theater District,18:00,21:45,3.2,true
987,Pam's Pasta Palace,American,expensive,Columbus Circle,14:45,22:30,1.8,true
988,Quinn's Quiche Corner,American,cheap,Madison Square,09:30,21:45,1.6,false
989,Ryan's Rib Joint,American,medium,Garment District,13:00,21:45,3.2,true
990,Tina's Tofu Tavern,American,expensive,Koreatown,11:45,23:45,3.2,false
991,Wendy's Waffle House,American,cheap,Hudson Yards,10:15,20:00,1.3,false
992,Zack's Zesty Zucchini Zone,American,expensive,Times Square,12:20,22:30,4.0,true
993,Ava's Avocado Acres,American,medium,Hell's Kitchen,13:00,21:45,1.8,false
994,Ben's Bagel Bakery,American,medium,Times Square,13:00,22:30,1.6,true
995,Cindy's Crepe Cafe,American,medium,Columbus Circle,15:30,20:00,3.5,true
996,Dylan's Doughnut Den,American,expensive,Garment District,18:00,23:45,3.0,false
997,Ella's Empanada Emporium,American,cheap,Tudor City,14:45,21:45,1.0,true
998,Finn's Falafel Factory,American,medium,Midtown East,14:45,21:45,3.9,true
999,Gina's Gelato Garden,American,medium,Midtown West,16:15,23:45,4.6,false
1000,Henry's Hummus Hut,American,medium,Columbus Circle,14:45,21:30,1.1,false
